Hash,author,KC-Tags,MF-Tags,AM-Tags
b0db7b0c21a014d01be1018db68e78ebf7d4f0d7,Jonas Jensen,[('Added' | 'Feature') | ('New' | 'Depends')],[('Added' | 'Mapping')],['addAsset']
e67f86b31ae5be8a88bec27b5ecb18dc2ffc9c56,Akhil Bhansali,[('Added' | 'Feature') | ('New' | 'Depends')],[('Added' | 'Mapping') | ('Added' | 'build')],['addAsset']
623fd8072c7c4d77a184bc9e35192acf480c18e4,Greg Thelen,[('Added' | 'Feature') | ('Added' | 'Depends')],[('Added' | 'Mapping')],['addAsset']
b45062619840a56c090bab57df7b0fb36a30c2af,Laxman Dewangan,[('Added' | 'Feature') | ('New' | 'Depends')],[('Added' | 'Mapping')],['addAsset']
85b4fab2696000369176dd222dc3001d4a7e0fa6,Maxime COQUELIN,[('Added' | 'Feature') | ('New' | 'Depends')],[('Added' | 'Mapping')],['addAsset']
93d17247118ca533edd489f8e09bde417f4720ce,Tim Kryger,[('Added' | 'Feature') | ('New' | 'Depends') | ('New' | 'Default')],[('Added' | 'Mapping')],['addAsset']
e14538e0db8d880291064348bda7d52ec8322675,Jonas Jensen,[('Added' | 'Feature') | ('New' | 'Depends')],[('Added' | 'Mapping')],['addAsset']
473cf939ff3442dc86d531f3bb152a2f129ea9d1,John Crispin,[('Added' | 'Feature') | ('New' | 'Select') | ('New' | 'Depends')],[('Added' | 'Mapping')],['addAsset']
f0fcbdbf202e2be36c8eb6d1f5c01f95805777de,Xianglong Du,[('Added' | 'Feature') | ('New' | 'Depends') | ('New' | 'Select') | ('New' | 'Default')],[('Added' | 'Mapping')],['addAsset' | 'changeAsset']
cd59c2ec5f37a2bc1315c9324aab6c21d43ffa1a,Minchan Kim,[('Added' | 'Feature') | ('New' | 'Depends')],[('Added' | 'ifdef') | ('Added' | 'build') | ('Modify' | 'build')],['addAsset']
d208383d640727b70cd6689bc17e67e9b5ebf4ff,Phillip Lougher,[('Added' | 'Feature') | ('Modify' | 'Depends')],[('Remove' | 'ifdef') | ('Remove' | 'build') | ('Modify' | 'build')],['addAsset']
bdb5c57f209c3b78b3511476b233562496acd997,Florian Echtler,[('Added' | 'Feature') | ('New' | 'Depends') | ('New' | 'Select')],[('Added' | 'Mapping')],['addAsset']
